,Title,Director,Release Date,Revenue,Writers,Rotten Tomatoes Review,Number of RT Reviews,Release Year,Genres,Average IMDB Rating,Number of IMDB Votes,Popularity,Average TMDB Rating,Number of TMDB Votes,Release Month,director0,director0,director0,director_0
2329,Collateral,['Michael Mann'],"Aug 6, 2004","$100,003,492",['Stuart Beattie'],86%,234.0,2004.0,"Crime,Drama,Thriller",7.5,333067.0,15.985,7.1,2442.0,8.0,['Michael Mann'],['Michael Mann'],['Michael Mann'],['Michael Mann']
2339,House of Flying Daggers,['Yimou Zhang'],"Dec 3, 2004","$10,928,042","['Feng Li', 'Bin Wang', 'Yimou Zhang']",88%,171.0,2004.0,"Action,Adventure,Drama",7.6,101577.0,8.65,7.3,730.0,5.0,['Yimou Zhang'],['Yimou Zhang'],['Yimou Zhang'],['Yimou Zhang']
2342,Kitchen Stories,"['Bent Hamer', 'Brent Hamer']","Feb 20, 2004","

                                95 minutes
                            
","['Bent Hamer', 'Jörgen Bergmark']",91%,74.0,2004.0,,,,2.816,7.2,41.0,1.0,"['Bent Hamer', 'Brent Hamer']","['Bent Hamer', 'Brent Hamer']","['Bent Hamer', 'Brent Hamer']","['Bent Hamer', 'Brent Hamer']"
2354,Shaolin Soccer,['Stephen Chow'],"Apr 2, 2004","$172,448","['Stephen Chow', 'Tsang Kan Cheong', 'Tsang Ken-cheong']",90%,93.0,2004.0,,,,10.211,6.7,847.0,7.0,['Stephen Chow'],['Stephen Chow'],['Stephen Chow'],['Stephen Chow']
2357,Mean Creek,['Jacob Aaron Estes'],"Aug 20, 2004","$295,919",['Jacob Aaron Estes'],89%,124.0,2004.0,"Crime,Drama",7.2,29004.0,5.524,6.8,170.0,1.0,['Jacob Aaron Estes'],['Jacob Aaron Estes'],['Jacob Aaron Estes'],['Jacob Aaron Estes']
2359,My Summer of Love,"['Pavel Pavlikovskiy', 'Pawel Pawlikowski']","Jun 17, 2004","$859,409","['Pavel Pavlikovskiy', 'Michael Wynne', 'Pawel Pawlikowski']",90%,91.0,2004.0,"Drama,Romance,Thriller",6.8,18409.0,8.08,6.3,116.0,6.0,"['Pavel Pavlikovskiy', 'Pawel Pawlikowski']","['Pavel Pavlikovskiy', 'Pawel Pawlikowski']","['Pavel Pavlikovskiy', 'Pawel Pawlikowski']","['Pavel Pavlikovskiy', 'Pawel Pawlikowski']"
2360,The Woodsman,['Nicole Kassell'],"Dec 24, 2004","$1,456,291","['Nicole Kassell', 'Steven Fechter']",88%,130.0,2004.0,Drama,7.2,30252.0,6.88,6.9,183.0,12.0,['Nicole Kassell'],['Nicole Kassell'],['Nicole Kassell'],['Nicole Kassell']
2367,Garden State,['Zach Braff'],"Jul 28, 2004","$26,706,668",['Zach Braff'],86%,191.0,2004.0,"Comedy,Drama,Romance",7.5,200616.0,7.199,7.2,963.0,7.0,['Zach Braff'],['Zach Braff'],['Zach Braff'],['Zach Braff']
2372,Bad Education,['Pedro Almodóvar'],"Nov 19, 2004","$4,977,869",['Pedro Almodóvar'],87%,143.0,2004.0,"Crime,Drama",7.5,50915.0,1.4,10.0,2.0,,['Pedro Almodóvar'],['Pedro Almodóvar'],['Pedro Almodóvar'],['Pedro Almodóvar']
2414,Last Life in the Universe,['Pen-Ek Ratanaruang'],"Aug 6, 2004","

                                108 minutes
                            
","['Pen-Ek Ratanaruang', 'Prabda Yoon']",90%,41.0,2004.0,,,,3.625,7.1,66.0,8.0,['Pen-Ek Ratanaruang'],['Pen-Ek Ratanaruang'],['Pen-Ek Ratanaruang'],['Pen-Ek Ratanaruang']
10804,3-Iron,['Kim Ki-duk'],"Oct 15, 2004","$100,000",['Kim Ki-duk'],87%,91.0,2004.0,"Crime,Drama,Romance",8.1,44614.0,,,,,['Kim Ki-duk'],['Kim Ki-duk'],['Kim Ki-duk'],['Kim Ki-duk']
10804,Touch The Sound,['Thomas Riedelsheimer'],"Jan 1, 2004","

                                99 minutes
                            
",['Thomas Riedelsheimer'],88%,51.0,2004.0,,,,,,,,['Thomas Riedelsheimer'],['Thomas Riedelsheimer'],['Thomas Riedelsheimer'],['Thomas Riedelsheimer']
2417,Mean Girls,['Mark Waters (VIII)'],"Apr 30, 2004","$85,974,306",['Tina Fey'],83%,181.0,2004.0,Comedy,7.0,297988.0,18.694,7.1,4573.0,4.0,['Mark Waters (VIII)'],['Mark Waters (VIII)'],['Mark Waters (VIII)'],['Mark Waters (VIII)']
2421,Finding Neverland,['Marc Forster'],"Nov 12, 2004","

                                101 minutes
                            
",['David Magee'],82%,204.0,2004.0,"Biography,Drama,Family",7.7,190119.0,13.669,7.3,2197.0,10.0,['Marc Forster'],['Marc Forster'],['Marc Forster'],['Marc Forster']
2422,In Good Company,['Paul Weitz'],"Dec 29, 2004","$45,489,752",['Paul Weitz'],83%,169.0,2004.0,"Comedy,Drama,Romance",6.5,51613.0,9.653,5.9,324.0,12.0,['Paul Weitz'],['Paul Weitz'],['Paul Weitz'],['Paul Weitz']
2426,Crimson Gold,['Jafar Panahi'],"Feb 6, 2004","

                                95 minutes
                            
",['Abbas Kiarostami'],86%,74.0,2004.0,,,,0.6,0.0,0.0,6.0,['Jafar Panahi'],['Jafar Panahi'],['Jafar Panahi'],['Jafar Panahi']
2428,The Sea Inside,['Alejandro Amenábar'],"Nov 14, 2004","$1,870,746","['Alejandro Amenábar', 'Mateo Gil']",,,,,,,7.989,7.5,381.0,9.0,['Alejandro Amenábar'],['Alejandro Amenábar'],['Alejandro Amenábar'],['Alejandro Amenábar']
2432,The Motorcycle Diaries,['Walter Salles'],"Jan 15, 2004","$16,680,023",['Jose Rivera'],83%,157.0,2004.0,"Adventure,Biography,Drama",7.8,91175.0,8.697,7.4,570.0,2.0,['Walter Salles'],['Walter Salles'],['Walter Salles'],['Walter Salles']
2434,Bright Leaves,['Ross McElwee'],"Aug 25, 2004","

                                107 minutes
                            
",['Ross McElwee'],86%,56.0,2004.0,,,,0.84,6.7,8.0,4.0,['Ross McElwee'],['Ross McElwee'],['Ross McElwee'],['Ross McElwee']
2435,Wilbur Wants to Kill Himself,['Lone Scherfig'],"Mar 12, 2004","

                                106 minutes
                            
","['Anders Thomas Jensen', 'Lone Scherfig']",85%,79.0,2004.0,,,,3.211,6.5,42.0,11.0,['Lone Scherfig'],['Lone Scherfig'],['Lone Scherfig'],['Lone Scherfig']
2436,Hellboy,['Guillermo del Toro'],"Apr 2, 2004","$59,035,104",['Guillermo del Toro'],81%,200.0,2004.0,"Action,Fantasy,Horror",6.9,282866.0,15.732,0.0,0.0,4.0,['Guillermo del Toro'],['Guillermo del Toro'],['Guillermo del Toro'],['Guillermo del Toro']
2447,Monster,['Patty Jenkins'],"Jan 9, 2004","$34,187,787",['Patty Jenkins'],81%,186.0,2004.0,"Animation,Crime,Drama",8.7,15635.0,8.956,7.2,943.0,12.0,['Patty Jenkins'],['Patty Jenkins'],['Patty Jenkins'],['Patty Jenkins']
2105,Friday Night Lights,['Peter Berg'],"Oct 8, 2004","$60,600,000","['David Aaron Cohen', 'Peter Berg']",81%,171.0,2004.0,"Action,Drama,Sport",7.3,53869.0,8.913,6.9,242.0,10.0,['Peter Berg'],['Peter Berg'],['Peter Berg'],['Peter Berg']
2474,Ray,['Taylor Hackford'],"Oct 29, 2004","$75,000,000","['James L. White', 'Taylor Hackford', 'Jimmy ""Whirlwind"" White']",80%,201.0,2004.0,"Biography,Drama,Music",7.7,126594.0,8.443,7.4,806.0,10.0,['Taylor Hackford'],['Taylor Hackford'],['Taylor Hackford'],['Taylor Hackford']
2494,Red Lights,['Cédric Kahn'],"Mar 3, 2004","$515,992","['Laurence Ferreira Barbosa', 'Cédric Kahn', 'Gilles Marchand']",83%,87.0,2004.0,"Crime,Drama,Mystery",6.7,2462.0,9.776,6.1,595.0,3.0,['Cédric Kahn'],['Cédric Kahn'],['Cédric Kahn'],['Cédric Kahn']
2499,Miracle,"[""Gavin O'Connor""]","Feb 6, 2004","$64,329,473","['Eric Guggenheim', 'Mike Rich']",80%,160.0,2004.0,"Biography,Drama,History",7.5,42883.0,8.53,7.1,260.0,2.0,"[""Gavin O'Connor""]","[""Gavin O'Connor""]","[""Gavin O'Connor""]","[""Gavin O'Connor""]"
2519,Up and Down,['Jan Hrebejk'],"Sep 16, 2004","

                                108 minutes
                            
","['Jan Hrebejk', 'Petr Jarchovský']",,,,,,,0.702,3.0,2.0,3.0,['Jan Hrebejk'],['Jan Hrebejk'],['Jan Hrebejk'],['Jan Hrebejk']
2539,Somersault,['Cate Shortland'],"Apr 21, 2004","

                                106 minutes
                            
",['Cate Shortland'],83%,65.0,2004.0,"Drama,Romance",6.8,6917.0,3.234,6.3,40.0,6.0,['Cate Shortland'],['Cate Shortland'],['Cate Shortland'],['Cate Shortland']
2549,A Very Long Engagement,['Jean-Pierre Jeunet'],"Oct 27, 2004","$6,200,000","['Guillaume Laurant', 'Jean-Pierre Jeunet']",78%,147.0,2004.0,"Drama,Mystery,Romance",7.7,67887.0,10.238,7.3,575.0,10.0,['Jean-Pierre Jeunet'],['Jean-Pierre Jeunet'],['Jean-Pierre Jeunet'],['Jean-Pierre Jeunet']
2555,Two Brothers,['Jean-Jacques Annaud'],"Jun 25, 2004","$18,947,630","['Alain Godard', 'Jean-Jacques Annaud']",78%,114.0,2004.0,"Adventure,Drama,Family",7.1,13498.0,0.6,0.0,0.0,3.0,['Jean-Jacques Annaud'],['Jean-Jacques Annaud'],['Jean-Jacques Annaud'],['Jean-Jacques Annaud']
2592,The Machinist,['Brad Anderson'],"Oct 22, 2004","$939,471",['Scott Kosar'],77%,142.0,2004.0,"Drama,Thriller",7.7,327105.0,11.096,7.5,2304.0,2.0,['Brad Anderson'],['Brad Anderson'],['Brad Anderson'],['Brad Anderson']
2634,Dawn of the Dead,['Zack Snyder'],"Mar 19, 2004","$58,885,635",['James Gunn (II)'],75%,184.0,2004.0,Horror,7.3,218891.0,10.549,7.5,899.0,9.0,['Zack Snyder'],['Zack Snyder'],['Zack Snyder'],['Zack Snyder']
2643,Overnight,"['Tony Montana', 'Mark Brian Smith']","May 10, 2005","
ThinkFilm
",[],78%,77.0,2004.0,,,,2.44,6.6,31.0,6.0,"['Tony Montana', 'Mark Brian Smith']","['Tony Montana', 'Mark Brian Smith']","['Tony Montana', 'Mark Brian Smith']","['Tony Montana', 'Mark Brian Smith']"
2664,Being Julia,['István Szabó'],"Oct 15, 2004","$7,652,647",['Ronald Harwood'],76%,123.0,2004.0,"Comedy,Drama,Romance",7.0,11510.0,4.771,6.5,34.0,9.0,['István Szabó'],['István Szabó'],['István Szabó'],['István Szabó']
2706,Brother to Brother,['Rodney Evans'],"Nov 5, 2004","

                                90 minutes
                            
",['Rodney Evans'],77%,43.0,2004.0,Drama,7.0,1018.0,0.987,5.3,3.0,1.0,['Rodney Evans'],['Rodney Evans'],['Rodney Evans'],['Rodney Evans']
2726,Murderball,"['Henry Alex Rubin', 'Dana Adam Shapiro']","Jul 22, 2005","$1,328,551",['Dana Adam Shapiro'],98%,138.0,2005.0,"Documentary,Sport",7.7,9508.0,2.129,7.3,41.0,7.0,"['Henry Alex Rubin', 'Dana Adam Shapiro']","['Henry Alex Rubin', 'Dana Adam Shapiro']","['Henry Alex Rubin', 'Dana Adam Shapiro']","['Henry Alex Rubin', 'Dana Adam Shapiro']"
10804,March of the Penguins,['Luc Jacquet'],"Jun 24, 2005","$77,100,000","['Luc Jacquet', 'Michel Fessler']",95%,182.0,2005.0,"Documentary,Family",7.6,53066.0,,,,,['Luc Jacquet'],['Luc Jacquet'],['Luc Jacquet'],['Luc Jacquet']
2751,Harry Potter and the Goblet of Fire,['Mike Newell'],"Nov 18, 2005","$289,994,397",['Steve Kloves'],88%,250.0,2005.0,"Adventure,Family,Fantasy",7.7,482336.0,26.454,7.7,10614.0,11.0,['Mike Newell'],['Mike Newell'],['Mike Newell'],['Mike Newell']
2752,Grizzly Man,['Werner Herzog'],"Aug 12, 2005","$2,899,138",['Werner Herzog'],92%,140.0,2005.0,"Biography,Documentary",7.8,47962.0,7.4,7.4,343.0,8.0,['Werner Herzog'],['Werner Herzog'],['Werner Herzog'],['Werner Herzog']
2763,Kung Fu Hustle,['Stephen Chow'],"Apr 8, 2005","$17,025,579","['Lola Huo', 'Chan Mankeung', 'Tsang Ken-cheong', 'Stephen Chow']",90%,186.0,2005.0,,,,12.756,7.2,1223.0,2.0,['Stephen Chow'],['Stephen Chow'],['Stephen Chow'],['Stephen Chow']
2765,Ushpizin,['Gidi Dar'],"Oct 19, 2005","$1,381,814","['Shuli Rand', 'Amit Yasur']",94%,62.0,2005.0,,,,0.635,6.3,8.0,7.0,['Gidi Dar'],['Gidi Dar'],['Gidi Dar'],['Gidi Dar']
2766,Brokeback Mountain,['Ang Lee'],"Dec 9, 2005","$82,970,165","['Larry McMurtry', 'Diana Ossana']",87%,240.0,2005.0,"Drama,Romance",7.7,296834.0,13.479,7.8,3186.0,9.0,['Ang Lee'],['Ang Lee'],['Ang Lee'],['Ang Lee']
2768,Duma,['Carroll Ballard'],"Sep 30, 2005","$810,666","['Karen Janszen', 'Mark St. Germain']",93%,61.0,2005.0,"Adventure,Drama,Family",7.3,7275.0,5.117,7.0,73.0,4.0,['Carroll Ballard'],['Carroll Ballard'],['Carroll Ballard'],['Carroll Ballard']
10804,Travelers and Magicians,['Khyentse Norbu'],"Jan 28, 2005","

                                108 minutes
                            
",['Khyentse Norbu'],93%,60.0,2005.0,,,,,,,,['Khyentse Norbu'],['Khyentse Norbu'],['Khyentse Norbu'],['Khyentse Norbu']
2789,A History of Violence,['David Cronenberg'],"Sep 30, 2005","$31,500,000",['Josh Olson'],87%,211.0,2005.0,"Drama,Thriller",7.5,209438.0,10.841,7.1,1432.0,9.0,['David Cronenberg'],['David Cronenberg'],['David Cronenberg'],['David Cronenberg']
2792,Batman Begins,['Christopher Nolan'],"Jun 14, 2005","$204,100,000","['Christopher Nolan', 'David S. Goyer']",84%,276.0,2005.0,"Action,Adventure,Thriller",8.2,1178047.0,27.427,7.6,11733.0,6.0,['Christopher Nolan'],['Christopher Nolan'],['Christopher Nolan'],['Christopher Nolan']
2794,Broken Flowers,['Jim Jarmusch'],"Aug 5, 2005","$13,578,173",['Jim Jarmusch'],87%,193.0,2005.0,"Comedy,Drama,Mystery",7.2,91534.0,6.225,6.9,569.0,5.0,['Jim Jarmusch'],['Jim Jarmusch'],['Jim Jarmusch'],['Jim Jarmusch']
2797,Head-On,['Ana Kokkinos'],"Aug 13, 1999","

                                104 minutes
                            
","['Mira Robertson', 'Andrew Bovell', 'Ana Kokkinos']",91%,86.0,2005.0,,,,5.837,7.5,229.0,3.0,['Ana Kokkinos'],['Ana Kokkinos'],['Ana Kokkinos'],['Ana Kokkinos']
2818,Millions,['Danny Boyle'],"Mar 11, 2005","$6,423,868",['Frank Cottrell Boyce'],88%,161.0,2005.0,,,,6.139,6.3,159.0,4.0,['Danny Boyle'],['Danny Boyle'],['Danny Boyle'],['Danny Boyle']
2859,King Kong,['Peter Jackson'],"Dec 14, 2005","$218,100,000","['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']",84%,261.0,2005.0,"Action,Adventure,Drama",7.2,363270.0,13.371,6.7,4093.0,12.0,['Peter Jackson'],['Peter Jackson'],['Peter Jackson'],['Peter Jackson']
2879,Up for Grabs,['Michael Wranovics'],"Apr 15, 2005","

                                90 minutes
                            
",['Michael Wranovics'],92%,48.0,2005.0,,,,0.6,4.0,2.0,10.0,['Michael Wranovics'],['Michael Wranovics'],['Michael Wranovics'],['Michael Wranovics']
2881,Water,['Deepa Mehta'],"Nov 4, 2005","$3,113,922",['Deepa Mehta'],90%,92.0,2005.0,"Drama,Romance",7.8,13602.0,3.002,6.6,53.0,9.0,['Deepa Mehta'],['Deepa Mehta'],['Deepa Mehta'],['Deepa Mehta']
2901,Paradise Now,['Hany Abu-Assad'],"Nov 18, 2005","$1,300,000","['Hany Abu-Assad', 'Bero Beyer', 'Pierre Hodgson']",89%,101.0,2005.0,"Crime,Drama,Thriller",7.5,21302.0,7.181,6.9,106.0,2.0,['Hany Abu-Assad'],['Hany Abu-Assad'],['Hany Abu-Assad'],['Hany Abu-Assad']
2903,After Innocence,['Jessica Sanders'],"Oct 21, 2005","

                                95 minutes
                            
","['Jessica Sanders', 'Marc H. Simon']",91%,47.0,2005.0,Documentary,7.8,738.0,0.677,7.3,8.0,10.0,['Jessica Sanders'],['Jessica Sanders'],['Jessica Sanders'],['Jessica Sanders']
2913,Junebug,['Phil Morrison'],"Aug 3, 2005","$2,416,555",['Angus MacLachlan'],87%,134.0,2005.0,"Comedy,Drama",7.0,20920.0,5.836,6.7,98.0,8.0,['Phil Morrison'],['Phil Morrison'],['Phil Morrison'],['Phil Morrison']
2916,New York Doll,['Greg Whiteley'],"Apr 4, 2006","
First Independent Pictures
",[],90%,51.0,2005.0,"Documentary,Music",7.9,1574.0,0.92,6.7,9.0,1.0,['Greg Whiteley'],['Greg Whiteley'],['Greg Whiteley'],['Greg Whiteley']
2933,Tony Takitani,['Jun Ichikawa'],"Jul 29, 2005","

                                75 minutes
                            
",['Jun Ichikawa'],89%,53.0,2005.0,,,,2.104,6.6,23.0,1.0,['Jun Ichikawa'],['Jun Ichikawa'],['Jun Ichikawa'],['Jun Ichikawa']
2934,Walk the Line,['James Mangold'],"Nov 18, 2005","$119,317,827","['James Mangold', 'Gill Dennis']",83%,209.0,2005.0,"Biography,Drama,Music",7.9,210942.0,9.011,7.4,1268.0,9.0,['James Mangold'],['James Mangold'],['James Mangold'],['James Mangold']
2940,Turtles Can Fly,['Bahman Ghobadi'],"Feb 17, 2005","$213,047",['Bahman Ghobadi'],88%,73.0,2005.0,,,,3.842,7.5,83.0,1.0,['Bahman Ghobadi'],['Bahman Ghobadi'],['Bahman Ghobadi'],['Bahman Ghobadi']
2941,The Heart of the Game,"['Ward Serrill', 'Ward Serrell']","Jun 11, 2005","$360,467",['Ward Serrill'],87%,99.0,2005.0,"Documentary,Sport",7.6,898.0,0.6,5.7,3.0,1.0,"['Ward Serrill', 'Ward Serrell']","['Ward Serrill', 'Ward Serrell']","['Ward Serrill', 'Ward Serrell']","['Ward Serrill', 'Ward Serrell']"
2943,Look at Me,['Agnès Jaoui'],"Apr 1, 2005","$1,623,210","['Jean-Pierre Bacri', 'Agnès Jaoui']",87%,99.0,2005.0,,,,1.121,0.0,0.0,9.0,['Agnès Jaoui'],['Agnès Jaoui'],['Agnès Jaoui'],['Agnès Jaoui']
2962,Charlie and the Chocolate Factory,['Tim Burton'],"Jul 15, 2005","$206,100,000",['John August'],82%,227.0,2005.0,"Adventure,Comedy,Family",6.6,385108.0,18.577,6.9,7842.0,7.0,['Tim Burton'],['Tim Burton'],['Tim Burton'],['Tim Burton']
2964,Tell Them Who You Are,"['Mark Wexler', 'Mark S. Wexler']","May 13, 2005","

                                95 minutes
                            
","['Mark Wexler', 'Robert DeMaio']",88%,65.0,2005.0,,,,1.14,5.5,4.0,9.0,"['Mark Wexler', 'Mark S. Wexler']","['Mark Wexler', 'Mark S. Wexler']","['Mark Wexler', 'Mark S. Wexler']","['Mark Wexler', 'Mark S. Wexler']"
10804,Ong-Bak,['Prachya Pinkaew'],"Feb 11, 2005","$3,875,926","['Suphachai Sithiamphian', 'Suphachai Sithiamphan']",,,,,,,,,,,['Prachya Pinkaew'],['Prachya Pinkaew'],['Prachya Pinkaew'],['Prachya Pinkaew']
2967,Serenity,['Joss Whedon'],"Sep 30, 2005","$25,335,935",['Joss Whedon'],83%,184.0,2005.0,"Action,Adventure,Sci-Fi",7.9,268315.0,37.022,4.9,209.0,1.0,['Joss Whedon'],['Joss Whedon'],['Joss Whedon'],['Joss Whedon']
2994,2046,['Kar-Wai Wong'],"Aug 5, 2005","$1,237,566",['Kar-Wai Wong'],85%,115.0,2005.0,,,,7.071,7.2,333.0,5.0,['Kar-Wai Wong'],['Kar-Wai Wong'],['Kar-Wai Wong'],['Kar-Wai Wong']
2996,Saving Face,['Alice Wu'],"May 27, 2005","$1,000,385",['Alice Wu'],86%,86.0,2005.0,"Crime,Drama,Mystery",7.8,131.0,5.469,7.2,62.0,9.0,['Alice Wu'],['Alice Wu'],['Alice Wu'],['Alice Wu']
2998,Mysterious Skin,['Gregg Araki'],"May 6, 2005","$508,378",['Gregg Araki'],85%,107.0,2005.0,,,,7.399,7.5,441.0,5.0,['Gregg Araki'],['Gregg Araki'],['Gregg Araki'],['Gregg Araki']
2999,Gunner Palace,"['Petra Epperlein', 'Michael Tucker', 'Mike Tucker']","Jun 28, 2005","

                                85 minutes
                            
",[],85%,105.0,2005.0,,,,1.436,6.2,13.0,1.0,"['Petra Epperlein', 'Michael Tucker', 'Mike Tucker']","['Petra Epperlein', 'Michael Tucker', 'Mike Tucker']","['Petra Epperlein', 'Michael Tucker', 'Mike Tucker']","['Petra Epperlein', 'Michael Tucker', 'Mike Tucker']"
3000,Mad Hot Ballroom,['Marilyn Agrelo'],"May 20, 2005","$7,899,271",['Amy Sewell'],84%,120.0,2005.0,"Documentary,Family,Music",7.5,3250.0,8.13,7.3,12.0,5.0,['Marilyn Agrelo'],['Marilyn Agrelo'],['Marilyn Agrelo'],['Marilyn Agrelo']
10804,Rois et Reine,['Arnaud Desplechin'],"May 13, 2005","$150,626","['Roger Bohbot', 'Arnaud Desplechin']",,,,,,,,,,,['Arnaud Desplechin'],['Arnaud Desplechin'],['Arnaud Desplechin'],['Arnaud Desplechin']
3002,Cinderella Man,['Ron Howard'],"May 29, 2005","$61,600,000","['Ron Howard', 'Akiva Goldsman', 'Cliff Hollingsworth', 'C. Gaby Mitchell']",80%,211.0,2005.0,"Biography,Drama,Sport",8.0,165477.0,8.724,7.4,1063.0,6.0,['Ron Howard'],['Ron Howard'],['Ron Howard'],['Ron Howard']
3007,Three Times,['Hsiao-hsien Hou'],"May 20, 2005","

                                135 minutes
                            
","[""T'ien-wen Chu"", 'Hsiao-hsien Hou']",,,,,,,2.969,7.1,29.0,5.0,['Hsiao-hsien Hou'],['Hsiao-hsien Hou'],['Hsiao-hsien Hou'],['Hsiao-hsien Hou']
3038,Inside Deep Throat,"['Fenton Bailey', 'Randy Barbato']","Feb 11, 2005","$479,143","['Randy Barbato', 'Fenton Bailey']",83%,120.0,2005.0,"Biography,Documentary,History",6.7,6191.0,4.829,6.8,53.0,2.0,"['Fenton Bailey', 'Randy Barbato']","['Fenton Bailey', 'Randy Barbato']","['Fenton Bailey', 'Randy Barbato']","['Fenton Bailey', 'Randy Barbato']"
3039,Rize,['David LaChapelle'],"Oct 25, 2005","

                                85 minutes
                            
",[],84%,93.0,2005.0,"Documentary,Music",7.1,2998.0,2.561,6.4,16.0,1.0,['David LaChapelle'],['David LaChapelle'],['David LaChapelle'],['David LaChapelle']
3053,13 Tzameti,['Géla Babluani'],"Jul 28, 2005","

                                93 minutes
                            
",['Géla Babluani'],84%,67.0,2005.0,"Crime,Drama,Horror",7.4,16034.0,4.396,7.0,93.0,9.0,['Géla Babluani'],['Géla Babluani'],['Géla Babluani'],['Géla Babluani']
10804,De zaak Alzheimer,['Erik Van Looy'],"Aug 26, 2005","

                                120 minutes
                            
","['Jef Geeraerts', 'Carl Loos', 'Erik Van Looy']",,,,,,,,,,,['Erik Van Looy'],['Erik Van Looy'],['Erik Van Looy'],['Erik Van Looy']
3055,Sin City,"['Robert Rodriguez', 'Quentin Tarantino', 'Frank Miller (II)']","Apr 1, 2005","

                                124 minutes
                            
","['Frank Miller (II)', 'Robert Rodriguez']",77%,249.0,2005.0,"Crime,Thriller",8.0,712149.0,12.799,7.4,4398.0,4.0,"['Robert Rodriguez', 'Quentin Tarantino', 'Frank Miller (II)']","['Robert Rodriguez', 'Quentin Tarantino', 'Frank Miller (II)']","['Robert Rodriguez', 'Quentin Tarantino', 'Frank Miller (II)']","['Robert Rodriguez', 'Quentin Tarantino', 'Frank Miller (II)']"
3075,Beyond the Gates,['Michael Caton-Jones'],"Dec 8, 2005","

                                115 minutes
                            
","['David Wolstencroft', 'Richard Alwyn', 'David Belton']",84%,63.0,2005.0,"Drama,History,War",7.7,10521.0,6.266,5.2,100.0,6.0,['Michael Caton-Jones'],['Michael Caton-Jones'],['Michael Caton-Jones'],['Michael Caton-Jones']
3079,Me and You and Everyone We Know,['Miranda July'],"Jun 24, 2005","$3,800,000",['Miranda July'],82%,116.0,2005.0,"Comedy,Drama",7.3,33381.0,6.673,7.1,150.0,6.0,['Miranda July'],['Miranda July'],['Miranda July'],['Miranda July']
3083,Aliens of the Deep,"['James Cameron', 'Steven Quale']","Nov 1, 2005","

                                47 minutes
                            
",[],84%,61.0,2005.0,"Documentary,Family",6.5,2520.0,1.501,6.5,22.0,1.0,"['James Cameron', 'Steven Quale']","['James Cameron', 'Steven Quale']","['James Cameron', 'Steven Quale']","['James Cameron', 'Steven Quale']"
3098,Munich,['Steven Spielberg'],"Dec 23, 2005","$47,379,090","['Tony Kushner', 'Eric Roth']",78%,206.0,2005.0,"Drama,History,Thriller",7.6,197454.0,8.113,7.1,1186.0,12.0,['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg']
